17.40 0.01 0.00
17.60 0.01 0.00
17.80 0.01 0.00
18.00 0.01 0.00
18.20 0.01 0.00
18.40 0.01 0.00
18.60 0.01 0.00
18.80 0.01 0.00
19.00 0.01 0.00
19.20 0.01 0.00
19.40 0.01 0.00
19.60 0.01 0.00
19.80 0.01 0.00
20.00 0.01 0.00
20.20 0.01 0.00
20.40 0.01 0.00
20.60 0.01 0.00
20.80 0.01 0.00
21.00 0.01 0.00
21.20 0.01 0.00
21.40 0.01 0.00
21.60 0.01 0.00
21.80 0.02 0.00
22.00 0.02 0.00
22.20 0.02 0.00
22.40 0.02 0.00
22.60 0.02 0.00
22.80 0.02 0.00
23.00 0.02 0.00
23.20 0.02 0.00
23.40 0.02 0.00
23.60 0.02 0.00
23.80 0.02 0.00
24.00 0.02 0.00
24.20 0.02 0.00
24.40 0.02 0.00
24.60 0.02 0.00
24.80 0.02 0.00
25.00 0.02 0.00
25.20 0.02 0.00
25.40 0.02 0.00
25.60 0.03 0.00
25.80 0.03 0.00
26.00 0.03 0.00
26.20 0.03 0.00
26.40 0.03 0.00
26.60 0.03 0.00
26.80 0.03 0.00
27.00 0.03 0.00
27.20 0.03 0.00
27.40 0.03 0.00
27.60 0.03 0.00
27.80 0.03 0.00
28.00 0.03 0.00
28.20 0.03 0.00
28.40 0.03 0.00
28.60 0.04 0.00
28.80 0.04 0.00
29.00 0.04 0.00
29.20 0.04 0.00
29.40 0.04 0.00
29.60 0.04 0.00
29.80 0.04 0.00
30.00 0.04 0.00
30.20 0.04 0.00
30.40 0.04 0.00
30.60 0.04 0.00
30.80 0.04 0.00
31.00 0.05 0.00
31.20 0.05 0.00
31.40 0.05 0.00
31.60 0.05 0.00
31.80 0.05 0.00
32.00 0.05 0.00
32.20 0.05 0.00
32.40 0.05 0.00
32.60 0.05 0.00
32.80 0.05 0.00
33.00 0.05 0.00
33.20 0.06 0.00
33.40 0.06 0.00
33.60 0.06 0.00
33.80 0.06 0.00
34.00 0.06 0.00
34.20 0.06 0.00
34.40 0.06 0.00
34.60 0.06 0.00
34.80 0.06 0.00
35.00 0.07 0.00
35.20 0.07 0.00
35.40 0.07 0.00
35.60 0.07 0.00
35.80 0.07 0.00
36.00 0.07 0.00
36.20 0.07 0.00
36.40 0.07 0.00
36.60 0.07 0.00
36.80 0.08 0.00
37.00 0.08 0.00
37.20 0.08 0.00
37.40 0.08 0.00
37.60 0.08 0.00
37.80 0.08 0.00
38.00 0.08 0.00
38.20 0.08 0.00
38.40 0.09 0.00
38.60 0.09 0.00
38.80 0.09 0.00
39.00 0.09 0.00
39.20 0.09 0.00
39.40 0.09 0.00
39.60 0.09 0.00
39.80 0.10 0.00
40.00 0.10 0.00
40.20 0.10 0.00
40.40 0.10 0.00
40.60 0.10 0.00
40.80 0.10 0.00
41.00 0.11 0.00
41.20 0.11 0.00
41.40 0.11 0.00
41.60 0.11 0.00
41.80 0.11 0.00
42.00 0.11 0.00
42.20 0.11 0.00
42.40 0.12 0.00
42.60 0.12 0.00
42.80 0.12 0.00
43.00 0.12 0.00
43.20 0.12 0.00
43.40 0.13 0.00
43.60 0.13 0.00
43.80 0.13 0.00
44.00 0.13 0.00
44.20 0.13 0.00
44.40 0.13 0.00
44.60 0.14 0.00
44.80 0.14 0.00
45.00 0.14 0.00
45.20 0.14 0.00
45.40 0.14 0.00
45.60 0.15 0.00
45.80 0.15 0.00
46.00 0.15 0.00
46.20 0.15 0.00
46.40 0.15 0.00
46.60 0.15 0.00
46.80 0.16 0.00
47.00 0.16 0.00
47.20 0.16 0.00
47.40 0.16 0.00
47.60 0.17 0.00
47.80 0.17 0.00
48.00 0.17 0.00
48.20 0.17 0.00
48.40 0.17 0.00
48.60 0.18 0.00
48.80 0.18 0.00
49.00 0.18 0.00
49.20 0.18 0.00
49.40 0.19 0.00
49.60 0.19 0.00
49.80 0.19 0.00
50.00 0.19 0.00
50.20 0.19 0.00
50.40 0.20 0.00
50.60 0.20 0.00
50.80 0.20 0.00
51.00 0.20 0.00
51.20 0.21 0.00
51.40 0.21 0.00
51.60 0.21 0.00
51.80 0.21 0.00
52.00 0.22 0.00
52.20 0.22 0.00
52.40 0.22 0.00
52.60 0.22 0.00
52.80 0.23 0.00
53.00 0.23 0.00
53.20 0.23 0.00
53.40 0.23 0.00
53.60 0.24 0.00
53.80 0.24 0.00
54.00 0.24 0.00
54.20 0.25 0.00
54.40 0.25 0.00
54.60 0.25 0.00
54.80 0.25 0.00
55.00 0.26 0.00
55.20 0.26 0.00
55.40 0.26 0.00
55.60 0.27 0.00
55.80 0.27 0.00
56.00 0.27 0.00
56.20 0.27 0.00
56.40 0.28 0.00
56.60 0.28 0.00
56.80 0.28 0.00
57.00 0.29 0.00
57.20 0.29 0.00
57.40 0.29 0.00
57.60 0.30 0.00
57.80 0.30 0.00
58.00 0.30 0.00
58.20 0.31 0.00
