 0. 0. 100. 100.
           1    18849.699999988080000
           2    18839.699999988080000
           3    18829.699999988080000
           4    18819.699999988080000
           5    18809.699999988080000
           6    18799.699999988080000
           7    18789.699999988080000
           8    18779.699999988080000
           9    18769.699999988080000
          10    18669.699999988080000
          11    18589.699999988080000
          12    18584.699999988080000
          13    18579.699999988080000
          14    18576.699999988080000
          15    18574.699999988080000
          16    18573.699999988080000
          17    18572.699999988080000
          18    18571.699999988080000
          19    18570.699999988080000
          20    18569.699999988080000
          21    18568.699999988080000
          22    18567.699999988080000
          23    18566.699999988080000
          24    18565.699999988080000
          25    18564.699999988080000
          26    18563.699999988080000
          27    18562.699999988080000
          28    18561.699999988080000
          29    18560.699999988080000
          30    18559.699999988080000
          31    18558.699999988080000
          32    18557.699999988080000
          33    18556.699999988080000
          34    18555.699999988080000
          35    18554.699999988080000
          36    18553.699999988080000
          37    18552.699999988080000
          38    18551.699999988080000
          39    18549.699999988080000
          40    18547.699999988080000
          41    18545.699999988080000
          42    18543.699999988080000
          43    18541.699999988080000
          44    18539.699999988080000
          45    18534.699999988080000
          46    18529.699999988080000
          47    18524.699999988080000
          48    18519.699999988080000
          49    18514.699999988080000
          50    18509.699999988080000
          51    18504.699999988080000
          52    18500.300000011920000
          53    18499.699999988080000
          54    18475.300000011920000
          55    18474.699999988080000
          56    18450.300000011920000
          57    18449.699999988080000
          58    18425.300000011920000
          59    18424.699999988080000
          60    18400.300000011920000
          61    18399.699999988080000
          62    18375.300000011920000
          63    18374.699999988080000
          64    18350.300000011920000
          65    18349.699999988080000
          66    18325.300000011920000
          67    18324.699999988080000
          68    18300.300000011920000
          69    18299.699999988080000
          70    18275.300000011920000
          71    18274.699999988080000
          72    18250.300000011920000
          73    18249.699999988080000
          74    18225.300000011920000
          75    18224.699999988080000
          76    18200.300000011920000
          77    18199.699999988080000
          78    18175.300000011920000
          79    18174.699999988080000
          80    18150.300000011920000
          81    18149.699999988080000
          82    18125.300000011920000
          83    18124.699999988080000
          84    18100.300000011920000
          85    18099.699999988080000
          86    18075.300000011920000
          87    18074.699999988080000
          88    18050.300000011920000
          89    18049.699999988080000
          90    18025.300000011920000
          91    18024.699999988080000
          92    18000.300000011920000
          93    17999.699999988080000
          94    17955.000000000000000
          95    17954.000000000000000
          96    17953.000000000000000
          97    17952.000000000000000
          98    17951.000000000000000
           1    18849.699999988080000   0.000000000000000E+000
           2    18839.699999988080000   0.000000000000000E+000
           3    18829.699999988080000   0.000000000000000E+000
           4    18819.699999988080000   0.000000000000000E+000
           5    18809.699999988080000   0.000000000000000E+000
           6    18799.699999988080000   0.000000000000000E+000
           7    18789.699999988080000   0.000000000000000E+000
           8    18779.699999988080000   0.000000000000000E+000
           9    18769.699999988080000   0.000000000000000E+000
          10    18669.699999988080000   0.000000000000000E+000
          11    18589.699999988080000   0.000000000000000E+000
          12    18584.699999988080000   0.000000000000000E+000
          13    18579.699999988080000   0.000000000000000E+000
          14    18576.699999988080000   0.000000000000000E+000
          15    18574.699999988080000   5.955309074909411E-013
          16    18573.699999988080000   3.279860767744216E-009
          17    18572.699999988080000   2.875559630352178E-007
          18    18571.699999988080000   4.426300416505321E-006
          19    18570.699999988080000   2.473538413323847E-005
          20    18569.699999988080000   8.410268555823021E-005
          21    18568.699999988080000   2.154352098041309E-004
          22    18567.699999988080000   4.573596687046014E-004
          23    18566.699999988080000   8.495511171105012E-004
          24    18565.699999988080000   1.431755872032286E-003
          25    18564.699999988080000   2.243749263061452E-003
          26    18563.699999988080000   3.325321126542129E-003
          27    18562.699999988080000   4.716316064611942E-003
          28    18561.699999988080000   6.456626645253399E-003
          29    18560.699999988080000   8.586265772965614E-003
          30    18559.699999988080000   1.114551972181688E-002
          31    18558.699999988080000   1.417526313991412E-002
          32    18557.699999988080000   1.771717284696739E-002
          33    18556.699999988080000   2.181388170209690E-002
          34    18555.699999988080000   2.650886495053114E-002
          35    18554.699999988080000   3.184606487102089E-002
          36    18553.699999988080000   3.786995519263216E-002
          37    18552.699999988080000   4.462525123725353E-002
          38    18551.699999988080000   5.210823514928345E-002
          39    18549.699999988080000   6.973131894759058E-002
          40    18547.699999988080000   9.095922271963959E-002
          41    18545.699999988080000   1.162159206666391E-001
          42    18543.699999988080000   1.458962476046936E-001
          43    18541.699999988080000   1.804246106824066E-001
          44    18539.699999988080000   2.202528680817048E-001
          45    18534.699999988080000   3.461376910248645E-001
          46    18529.699999988080000   5.159429671878254E-001
          47    18524.699999988080000   7.379854971549217E-001
          48    18519.699999988080000        1.020890911333237
          49    18514.699999988080000        1.373508148700300
          50    18509.699999988080000        1.804864301521826
          51    18504.699999988080000        2.324128914149875
          52    18500.300000011920000        2.861287966227769
          53    18499.699999988080000        2.940744573963444
          54    18475.300000011920000        7.675338676206509
          55    18474.699999988080000        7.833971613315384
          56    18450.300000011920000       16.417824750069740
          57    18449.699999988080000       16.686679763412860
          58    18425.300000011920000       30.390485902300100
          59    18424.699999988080000       30.800938784109940
          60    18400.300000011920000       50.901718746759410
          61    18399.699999988080000       51.485188258134180
          62    18375.300000011920000       79.262313335560290
          63    18374.699999988080000       80.050315934038140
          64    18350.300000011920000      116.783221849334700
          65    18349.699999988080000      117.807056135646700
          66    18325.300000011920000      164.775008448541500
          67    18324.699999988080000      166.066220909074100
          68    18300.300000011920000      224.547710591101800
          69    18299.699999988080000      226.137789226392200
          70    18275.300000011920000      297.408529652970000
          71    18274.699999988080000      299.328871706495500
          72    18250.300000011920000      384.663822037478000
          73    18249.699999988080000      386.945722292375700
          74    18225.300000011920000      487.618522130621300
          75    18224.699999988080000      490.293096082812000
          76    18200.300000011920000      607.542978945814900
          77    18199.699999988080000      610.675111621065900
          78    18175.300000011920000      745.831912900901800
          79    18174.699999988080000      749.385901648017000
          80    18150.300000011920000      903.688870015076500
          81    18149.699999988080000      907.728991089092000
          82    18125.300000011920000     1082.438171276835000
          83    18124.699999988080000     1086.995275973477000
          84    18100.300000011920000     1283.373953931819000
          85    18099.699999988080000     1288.481222397821000
          86    18075.300000011920000     1507.766114771705000
          87    18074.699999988080000     1513.451609940987000
          88    18050.300000011920000     1756.967652352033000
          89    18049.699999988080000     1763.262218511926000
          90    18025.300000011920000     2032.199195443684000
          91    18024.699999988080000     2039.135118200938000
          92    18000.300000011920000     2334.761644269171000
          93    17999.699999988080000     2342.369662492131000
          94    17955.000000000000000     2956.780467570367000
          95    17954.000000000000000     2971.629803440363000
          96    17953.000000000000000     2986.528510513508000
          97    17952.000000000000000     3001.476774159533000
          98    17951.000000000000000     3016.474695679541000
