0 0.008 0.0 0.0
1 0.005 0.097 0.097
2 0.028 0.197 0.29400000000000004
3 0.055 0.297 0.591
4 0.056 0.397 0.988
5 0.218 0.497 1.4849999999999999
6 0.191 0.597 2.082
7 0.434 0.697 2.779
8 0.429 0.797 3.576
9 0.688 0.897 4.473
10 1.3 0.997 5.47
11 1.078 1.097 6.567
12 2.793 1.197 7.764
13 3.715 1.297 9.061
14 4.48 1.397 10.458
15 7.176 2.042440668298596 12.500440668298596
16 6.825 2.1788762506832713 14.679316918981868
17 5.171 2.3153118330679474 16.994628752049817
18 6.187 2.4517474154526226 19.44637616750244
19 5.023 2.5881829978372988 22.034559165339736
20 3.334 1.997 24.031559165339736
21 2.239 2.097 26.128559165339738
22 1.483 2.197 28.325559165339737
23 1.008 2.297 30.622559165339737
24 1.562 2.397 33.019559165339736
25 0.94 2.647 35.666559165339734
26 0.518 2.897 38.56355916533973
27 0.249 3.147 41.71055916533973
28 0.116 3.397 45.10755916533973
29 0.055 3.647 48.75455916533973
30 0.036 3.897 52.65155916533973
31 0.007 4.397 57.048559165339725
32 0.001 4.897 61.94555916533972
33 0.003 20.881 82.82655916533972
34 0.021 21.881 104.70755916533972
35 0.109 22.881 127.58855916533972
36 0.385 23.881 151.46955916533972
37 0.973 24.881 176.35055916533972
38 1.833 25.881 202.23155916533972
39 2.671 26.881 229.11255916533972
40 3.093 27.881 256.9935591653397
41 2.913 28.880999999999997 285.8745591653397
42 2.276 29.881 315.7555591653397
43 1.503 30.881 346.6365591653397
44 0.882 31.881000000000004 378.5175591653397
45 0.727 32.881 411.39855916533975
46 1.389 33.881 445.2795591653397
47 2.175 34.881 480.1605591653397
48 2.086 35.881 516.0415591653397
49 1.31 36.881 552.9225591653396
50 0.676 37.881 590.8035591653396
51 0.01 38.725 629.5285591653396
52 0.416 38.881 668.4095591653396
53 0.37 39.881 708.2905591653396
54 0.35 40.881 749.1715591653395
55 0.269 41.881 791.0525591653395
56 0.965 42.732 833.7845591653395
57 0.166 42.881 876.6655591653395
58 0.029 43.405 920.0705591653394
59 0.091 43.881 963.9515591653394
60 0.372 43.963 1007.9145591653394
61 0.128 44.147 1052.0615591653393
62 0.043 44.881 1096.9425591653394
63 0.016 45.881 1142.8235591653395
64 0.004 46.881 1189.7045591653396
65 0.129 47.913 1237.6175591653396
66 1.216 50.599 1288.2165591653395
67 0.44 52.553 1340.7695591653396
68 0.065 55.109 1395.8785591653395
69 0.154 55.852 1451.7305591653396
70 0.159 57.004 1508.7345591653395
71 0.0 58.092 1566.8265591653396
72 0.001 58.59199999999999 1625.4185591653397
73 0.003 59.092 1684.5105591653398
74 0.01 59.592 1744.10255916534
75 0.026 60.092000000000006 1804.19455916534
76 0.058 60.592 1864.7865591653401
77 0.126 61.092 1925.8785591653402
78 0.206 61.592000000000006 1987.4705591653403
79 0.301 62.092 2049.56255916534
80 0.377 62.59199999999999 2112.1545591653403
81 0.418 63.092000000000006 2175.2465591653404
82 0.377 63.592 2238.8385591653405
83 0.301 64.092 2302.9305591653406
84 0.003 64.386 2367.3165591653405
85 0.206 64.592 2431.9085591653406
86 0.007 64.886 2496.7945591653406
87 0.126 65.092 2561.8865591653407
88 0.023 65.386 2627.2725591653407
89 0.058 65.592 2692.864559165341
90 0.06 65.886 2758.7505591653407
91 0.026 66.092 2824.842559165341
92 0.133 66.386 2891.228559165341
93 0.01 66.592 2957.820559165341
94 0.288 66.886 3024.706559165341
95 0.003 67.092 3091.798559165341
96 0.471 67.386 3159.184559165341
97 0.001 67.592 3226.776559165341
98 0.688 67.886 3294.662559165341
99 0.0 68.092 3362.754559165341
100 0.863 68.386 3431.140559165341
101 0.956 68.886 3500.026559165341
102 0.863 69.386 3569.412559165341
103 0.688 69.886 3639.298559165341
104 0.471 70.386 3709.684559165341
105 0.288 70.886 3780.570559165341
106 0.133 71.386 3851.956559165341
107 0.306 71.725 3923.681559165341
108 0.06 71.886 3995.5675591653408
109 0.023 72.386 4067.9535591653407
110 0.007 72.886 4140.839559165341
111 0.003 73.386 4214.225559165341
112 0.245 74.82 4289.045559165341
113 0.088 76.169 4365.214559165341
114 0.1 76.868 4442.082559165341
115 0.273 77.221 4519.303559165341
116 0.02 79.427 4598.73055916534
117 0.238 80.865 4679.59555916534
118 0.137 81.965 4761.56055916534
119 0.151 83.429 4844.98955916534
120 0.212 84.17 4929.15955916534
121 0.112 84.218 5013.37755916534
122 0.014 86.123 5099.50055916534
123 0.01 87.374 5186.87455916534
124 0.009 88.259 5275.13355916534
125 0.013 88.876 5364.00955916534
126 0.026 89.871 5453.88055916534
127 0.023 90.69 5544.57055916534
128 0.052 91.784 5636.354559165339
129 0.178 93.247 5729.6015591653395
130 0.133 94.333 5823.934559165339
131 0.026 96.192 5920.126559165339
132 0.054 96.701 6016.827559165339
133 0.023 97.543 6114.370559165339
134 0.005 98.514 6212.884559165339
135 0.01 98.84 6311.724559165339
136 0.014 100.263 6411.987559165339
137 0.003 100.784 6512.771559165339
138 0.003 101.62 6614.391559165339
139 0.005 102.426 6716.817559165339
140 0.001 102.842 6819.659559165339
141 0.001 103.17 6922.829559165339
142 0.006 103.594 7026.423559165339
143 0.002 104.236 7130.659559165339
144 0.001 105.008 7235.667559165338
145 0.002 105.799 7341.466559165338
146 0.006 106.99 7448.456559165338
147 0.01 108.711 7557.167559165338
148 0.008 109.189 7666.356559165339
149 0.007 109.975 7776.331559165339
150 0.005 111.148 7887.479559165339
151 0.013 112.33899999999998 7999.818559165339
152 0.01 113.145 8112.96355916534
153 0.005 113.88200000000002 8226.84555916534
154 0.002 114.892 8341.73755916534
155 0.002 115.61199999999998 8457.349559165339
156 0.001 116.45499999999998 8573.804559165339
157 0.005 117.594 8691.398559165338
158 0.023 118.481 8809.879559165338
159 0.023 119.245 8929.124559165339
160 0.009 120.36 9049.48455916534
161 0.013 121.76400000000001 9171.248559165339
162 0.009 123.594 9294.842559165338
163 0.005 124.24699999999999 9419.089559165337
164 0.012 125.709 9544.798559165338
165 0.003 127.715 9672.513559165338
166 0.002 129.373 9801.886559165338
167 0.004 130.271 9932.157559165338
168 0.06 132.887 10065.044559165339
169 0.025 133.402 10198.446559165339
170 0.082 134.813 10333.259559165339
171 0.006 135.371 10468.630559165338
172 0.005 136.379 10605.009559165339
173 0.003 136.916 10741.925559165338
174 0.008 138.243 10880.168559165339
175 0.01 139.737 11019.905559165338
176 0.006 141.093 11160.998559165339
177 0.047 142.461 11303.459559165338
178 0.004 144.001 11447.460559165338
179 0.007 144.391 11591.851559165338
180 0.021 147.073 11738.924559165338
181 0.015 148.311 11887.235559165338
182 0.001 148.895 12036.130559165338
183 0.004 150.849 12186.979559165338
184 0.001 151.442 12338.421559165337
185 0.0 152.854 12491.275559165337
186 0.002 154.169 12645.444559165337
187 0.001 156.093 12801.537559165337
188 0.003 157.003 12958.540559165338
189 0.003 158.134 13116.674559165338
190 0.002 159.271 13275.945559165339
191 0.007 162.054 13437.999559165339
192 0.002 164.173 13602.17255916534
