  0 18535.100000 18.257863
  1 18537.100000 15.297534
  2 18539.100000 12.698377
  3 18541.100000 10.432006
  4 18543.100000 8.470786
  5 18545.100000 6.788296
  6 18547.100000 5.359804
  7 18549.100000 4.162336
  8 18551.100000 3.173990
  9 18553.100000 2.373305
 10 18555.100000 1.739126
 11 18557.100000 1.250677
 12 18559.100000 0.887706
 13 18560.100000 0.747205
 14 18561.100000 0.630907
 15 18562.100000 0.536507
 16 18563.100000 0.461702
 17 18564.100000 0.404193
 18 18565.100000 0.361679
 19 18567.100000 0.312426
 20 18569.100000 0.295540
 21 18571.100000 0.293035
 22 18576.100000 0.293000
 23 18581.100000 0.293000
 24 18591.100000 0.293000
 25 18601.100000 0.293000
 26 18621.100000 0.293000
