   .9960   .8846   .1062   .0087   .0005   .0000   .0000
   .6300   .8592   .1267   .0130   .0010   .0001   .0000
   .7614   .8699   .1182   .0110   .0008   .0000   .0000
   .7717   .8707   .1176   .0109   .0008   .0000   .0000
   .8227   .8742   .1147   .0103   .0007   .0000   .0000
   .7009   .8653   .1219   .0119   .0009   .0001   .0000
   .6414   .8602   .1259   .0128   .0010   .0001   .0000
   .7342   .8679   .1198   .0114   .0008   .0000   .0000
   .7773   .8711   .1173   .0108   .0008   .0000   .0000
   .8103   .8734   .1154   .0104   .0007   .0000   .0000
   .9117   .8798   .1101   .0094   .0006   .0000   .0000
   .7001   .8652   .1220   .0119   .0009   .0001   .0000
   .7546   .8694   .1186   .0111   .0008   .0000   .0000
   .6767   .8633   .1235   .0122   .0009   .0001   .0000
   .9172   .8802   .1098   .0093   .0006   .0000   .0000
   .8946   .8788   .1110   .0096   .0006   .0000   .0000
   .9224   .8805   .1096   .0093   .0006   .0000   .0000
   .9977   .8847   .1061   .0087   .0005   .0000   .0000
   .6561   .8615   .1249   .0126   .0010   .0001   .0000
   .8542   .8763   .1130   .0100   .0007   .0000   .0000
   .7900   .8720   .1165   .0107   .0007   .0000   .0000
   .9775   .8836   .1070   .0088   .0006   .0000   .0000
   .8224   .8742   .1147   .0103   .0007   .0000   .0000
   .6543   .8614   .1250   .0126   .0010   .0001   .0000
   .7675   .8704   .1178   .0110   .0008   .0000   .0000
   .7222   .8670   .1206   .0116   .0008   .0001   .0000
   .9453   .8818   .1085   .0091   .0006   .0000   .0000
   .8542   .8763   .1130   .0100   .0007   .0000   .0000
   .9340   .8812   .1090   .0092   .0006   .0000   .0000
   .8256   .8744   .1146   .0103   .0007   .0000   .0000
   .9826   .8839   .1068   .0088   .0005   .0000   .0000
   .7759   .8710   .1173   .0109   .0008   .0000   .0000
   .8095   .8733   .1154   .0105   .0007   .0000   .0000
   .6373   .8599   .1262   .0129   .0010   .0001   .0000
   .9812   .8838   .1068   .0088   .0005   .0000   .0000
   .7387   .8682   .1196   .0113   .0008   .0000   .0000
   .8455   .8757   .1135   .0101   .0007   .0000   .0000
   .6727   .8629   .1238   .0123   .0009   .0001   .0000
   .9633   .8828   .1077   .0089   .0006   .0000   .0000
   .9542   .8823   .1081   .0090   .0006   .0000   .0000
   .8525   .8762   .1131   .0100   .0007   .0000   .0000
   .7510   .8692   .1188   .0112   .0008   .0000   .0000
   .7993   .8726   .1160   .0106   .0007   .0000   .0000
   .8035   .8729   .1158   .0105   .0007   .0000   .0000
   .7678   .8704   .1178   .0110   .0008   .0000   .0000
   .9061   .8795   .1104   .0095   .0006   .0000   .0000
   .6314   .8593   .1266   .0130   .0010   .0001   .0000
   .6796   .8635   .1233   .0122   .0009   .0001   .0000
   .6449   .8605   .1257   .0127   .0010   .0001   .0000
   .9879   .8842   .1065   .0087   .0005   .0000   .0000
   .7584   .8697   .1184   .0111   .0008   .0000   .0000
   .9683   .8831   .1074   .0089   .0006   .0000   .0000
   .7580   .8697   .1184   .0111   .0008   .0000   .0000
   .9588   .8826   .1079   .0090   .0006   .0000   .0000
   .7663   .8703   .1179   .0110   .0008   .0000   .0000
   .7707   .8706   .1177   .0109   .0008   .0000   .0000
   .7453   .8687   .1192   .0112   .0008   .0000   .0000
   .9034   .8794   .1105   .0095   .0006   .0000   .0000
   .8052   .8730   .1157   .0105   .0007   .0000   .0000
   .8975   .8790   .1108   .0095   .0006   .0000   .0000
   .9387   .8814   .1088   .0092   .0006   .0000   .0000
   .7628   .8700   .1181   .0110   .0008   .0000   .0000
   .6802   .8636   .1233   .0122   .0009   .0001   .0000
   .9235   .8805   .1095   .0093   .0006   .0000   .0000
   .8137   .8736   .1152   .0104   .0007   .0000   .0000
   .9779   .8836   .1070   .0088   .0006   .0000   .0000
   .8726   .8775   .1121   .0098   .0006   .0000   .0000
   .8588   .8766   .1128   .0099   .0007   .0000   .0000
   .6684   .8626   .1241   .0124   .0009   .0001   .0000
   .9967   .8846   .1061   .0087   .0005   .0000   .0000
   .7879   .8718   .1167   .0107   .0007   .0000   .0000
   .9994   .8848   .1060   .0087   .0005   .0000   .0000
   .9462   .8819   .1085   .0091   .0006   .0000   .0000
   .9016   .8792   .1106   .0095   .0006   .0000   .0000
   .6983   .8651   .1221   .0119   .0009   .0001   .0000
   .7211   .8669   .1206   .0116   .0008   .0001   .0000
   .8489   .8760   .1133   .0100   .0007   .0000   .0000
   .9294   .8809   .1093   .0092   .0006   .0000   .0000
   .6757   .8632   .1236   .0122   .0009   .0001   .0000
   .7440   .8686   .1192   .0113   .0008   .0000   .0000
   .9858   .8840   .1066   .0088   .0005   .0000   .0000
   .8385   .8753   .1139   .0101   .0007   .0000   .0000
   .8275   .8746   .1145   .0102   .0007   .0000   .0000
   .8102   .8734   .1154   .0104   .0007   .0000   .0000
   .6647   .8623   .1243   .0124   .0010   .0001   .0000
   .6608   .8619   .1246   .0125   .0010   .0001   .0000
   .9301   .8809   .1092   .0092   .0006   .0000   .0000
   .7398   .8683   .1195   .0113   .0008   .0000   .0000
   .7280   .8674   .1202   .0115   .0008   .0000   .0000
   .6909   .8645   .1226   .0120   .0009   .0001   .0000
   .7180   .8666   .1208   .0116   .0009   .0001   .0000
   .7933   .8722   .1164   .0106   .0007   .0000   .0000
   .8138   .8736   .1152   .0104   .0007   .0000   .0000
   .7286   .8675   .1202   .0115   .0008   .0000   .0000
   .9709   .8832   .1073   .0089   .0006   .0000   .0000
   .8459   .8758   .1135   .0101   .0007   .0000   .0000
   .6699   .8627   .1240   .0123   .0009   .0001   .0000
   .6519   .8611   .1252   .0126   .0010   .0001   .0000
   .8257   .8744   .1146   .0103   .0007   .0000   .0000
   .9569   .8824   .1080   .0090   .0006   .0000   .0000
