   1   .5351E+03   .2038E+02   .4866E+06   .0000E+00  -.1326E+01   .0000E+00   .0000E+00
   2   .5371E+03   .1716E+02   .4330E+06   .0000E+00  -.1302E+01   .0000E+00   .0000E+00
   3   .5391E+03   .1420E+02   .3811E+06   .0000E+00  -.1279E+01   .0000E+00   .0000E+00
   4   .5411E+03   .1168E+02   .3311E+06   .0000E+00  -.1255E+01   .0000E+00   .0000E+00
   5   .5431E+03   .9445E+01   .2828E+06   .0000E+00  -.1232E+01   .0000E+00   .0000E+00
   6   .5451E+03   .7571E+01   .2362E+06   .0000E+00  -.1209E+01   .0000E+00   .0000E+00
   7   .5471E+03   .5919E+01   .1914E+06   .0000E+00  -.1186E+01   .0000E+00   .0000E+00
   8   .5491E+03   .4608E+01   .1483E+06   .0000E+00  -.1163E+01   .0000E+00   .0000E+00
   9   .5511E+03   .3538E+01   .1068E+06   .0000E+00  -.1141E+01   .0000E+00   .0000E+00
  10   .5531E+03   .2603E+01   .6698E+05   .0000E+00  -.1118E+01   .0000E+00   .0000E+00
  11   .5551E+03   .1888E+01   .2877E+05   .0000E+00  -.1096E+01   .0000E+00   .0000E+00
  12   .5571E+03   .1357E+01  -.7851E+04   .0000E+00  -.1074E+01   .0000E+00   .0000E+00
  13   .5591E+03   .9545E+00  -.4291E+05   .0000E+00  -.1053E+01   .0000E+00   .0000E+00
  14   .5601E+03   .7975E+00  -.5986E+05   .0000E+00  -.1042E+01   .0000E+00   .0000E+00
  15   .5611E+03   .6610E+00  -.7642E+05   .0000E+00  -.1031E+01   .0000E+00   .0000E+00
  16   .5621E+03   .5581E+00  -.9261E+05   .0000E+00  -.1021E+01   .0000E+00   .0000E+00
  17   .5631E+03   .4782E+00  -.1084E+06   .0000E+00  -.1010E+01   .0000E+00   .0000E+00
  18   .5641E+03   .4145E+00  -.1239E+06   .0000E+00  -.9994E+00   .0000E+00   .0000E+00
  19   .5651E+03   .3681E+00  -.1389E+06   .0000E+00  -.9889E+00   .0000E+00   .0000E+00
  20   .5671E+03   .3155E+00  -.1680E+06   .0000E+00  -.9679E+00   .0000E+00   .0000E+00
  21   .5691E+03   .2973E+00  -.1956E+06   .0000E+00  -.9472E+00   .0000E+00   .0000E+00
  22   .5711E+03   .2943E+00  -.2218E+06   .0000E+00  -.9267E+00   .0000E+00   .0000E+00
  23   .5761E+03   .2903E+00  -.2812E+06   .0000E+00  -.8763E+00   .0000E+00   .0000E+00
  24   .5811E+03   .2909E+00  -.3324E+06   .0000E+00  -.8272E+00   .0000E+00   .0000E+00
  25   .5911E+03   .2913E+00  -.4115E+06   .0000E+00  -.7327E+00   .0000E+00   .0000E+00
  26   .6011E+03   .2923E+00  -.4622E+06   .0000E+00  -.6433E+00   .0000E+00   .0000E+00
  27   .6211E+03   .2924E+00  -.4909E+06   .0000E+00  -.4804E+00   .0000E+00   .0000E+00
